title                                                               , image                                                                                  , date             , broadcast_place                   , genres                                           , certificate                         , synopsis                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , directors                                                                   , scenarists                                        , actors                                                                      , average_notes_press, average_notes_spectators, nationality                   , distributor                                  , awards                   , year_production, movie_type     , language                                                                        , entrance_number_fr
The Cakemaker                                                       , https://fr.web.img5.acsta.net/c_310_420/pictures/18/04/30/09/43/2141308.jpg            , 6 juin 2018      , en salle                          , Drame                                            , Tout public                         , "Thomas, un jeune pâtissier allemand, a une liaison avec Oren, un homme marié israélien qui voyage régulièrement à Berlin pour affaires. Quand Oren meurt dans un accident de voiture, Thomas se rend à Jérusalem à la recherche de réponses concernant sa mort. Sans révéler qui il est, Thomas se plonge dans la vie d'Anat, la veuve de son amant, qui tient un petit café. Il commence alors à travailler pour elle."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , Ofir Raul Graizer                                                           , Ofir Raul Graizer                                 , "Tim Kalkhof,Sarah Adler,Roy Miller"                                        , "3,2"              , "4,1"                   , "Allemagne,Israël"            , Damned Distribution                          , Aucun                    ,            2017, Long métrage   , "Anglais, Allemand, Hébreu"                                                     , 24 434 entrées
Une Femme Iranienne                                                 , https://fr.web.img2.acsta.net/c_310_420/pictures/22/10/05/12/57/2684348.jpg            , 13 mai 2015      , en salle                          , Drame                                            , Tout public                         , "Bien que Rana soit une femme traditionnelle, elle est forcée de conduire un taxi à l'insu de sa famille pour rembourser la dette qui empêche son mari de sortir de prison. Par chance, elle rencontre la riche et rebelle Adineh, désespérément en attente d’un passeport pour quitter le pays et ainsi échapper à un mariage forcé. Les deux femmes vont s’aider mutuellement, mais Rana ignore qu’Adineh cache un lourd secret…"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , Negar Azarbayjani                                                           , "Negar Azarbayjani,Fereshteh Taerpoor"            , "Ghazal Shakeri,Shayesteh Irani,Homayoun Ershadi"                           , "3,4"              , "3,9"                   , Iran                          , Outplay Films                                , # prix                   ,            2011, Long métrage   , Farsi                                                                           , 12/10/2022
Detention                                                           , https://fr.web.img5.acsta.net/c_310_420/medias/nmedia/18/83/45/45/19691838.jpg         , 8 août 2012      , en VOD                            , "Comédie,Epouvante-horreur,Science Fiction"      , Tout public                         , "Adolescente paumée, Riley tente de survivre à la pression quotidienne d’un lycée complètement azimuté et frappé par un tueur tout droit échappé d’un authentique slasher. Mais l’établissement recèle aussi d’autres secrets…"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , Joseph Kahn                                                                 , "Joseph Kahn,Mark Palermo"                        , "Josh Hutcherson,Shanley Caswell,Spencer Locke"                             , "2,9"              , --                      , U.S.A.                        , 4 nominations                                , Aucun                    ,            2011, Long métrage   , -                                                                               , 10 000 000 USD
L'Incroyable équipe                                                 , https://fr.web.img6.acsta.net/c_310_420/pictures/210/129/21012924_20130617125719878.jpg, 8 avril 2020     , en VOD                            , Drame                                            , Tout public                         , "En Allemagne à la fin du XIXe siècle, un professeur d'anglais découvre à Londres un jeu bien particulier : le football. Pour renforcer leur esprit d'équipe, il décide d'en enseigner les règles à ses élèves. Ses méthodes d'enseignement pacifistes et bien différentes des autres professeurs de l'établissement lui valent l'adoration et le respect de la classe entière.,"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , Sebastian Grobler                                                           , "Johanna Stuttmann,Philipp Roth"                  , "Daniel Brühl,Burghart Klaußner,Thomas Thieme"                              , "3,8"              , --                      , Allemagne                     , 3 nominations                                , Aucun                    ,            2011, Long métrage   , -                                                                               , -
Le Milieu De L'Horizon                                              , https://fr.web.img3.acsta.net/c_310_420/pictures/21/08/06/14/52/1394762.jpg            , 20 octobre 2021  , en salle                          , Drame                                            , Tout public                         , "La sécheresse de 1976. Sous le soleil implacable de cet été, Gus quitte l’enfance. La nature se désagrège, les sentiments s’exacerbent, le noyau familial éclate : tout craque et se fissure jusqu’à ce que l’impensable arrive. Les orages tant espérés balaieront une campagne épuisée et emporteront un monde avec eux."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , Delphine Lehericey                                                          , Joanne Giger                                      , "Laetitia Casta,Luc Bruchez,Clémence Poésy"                                 , "2,8"              , "2,9"                   , "Suisse,Belgique"             , Outplay Films                                , Aucun                    ,            2019, Long métrage   , Français                                                                        , 810 entrées
Je Promets D'être Sage                                              , https://fr.web.img3.acsta.net/c_310_420/pictures/19/06/18/16/53/4299630.jpg            , 14 août 2019     , en salle                          , "Comédie,Drame"                                  , Tout public                         , "Après des années de galère dans le théâtre, à bout de nerfs, Franck plaque tout !  Il aspire à une vie qui se tienne enfin et accepte un poste de gardien de musée loin de Paris, au calme. C’était sans compter sur Sibylle, une agent de surveillance caractérielle qui va lui mener la vie dure et tout faire pour le décourager. Ils vont pourtant être amenés à s’allier pour monter une petite escroquerie. Une chance peut-être de reprendre leurs vies en main…"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , Ronan Le Page                                                               , Ronan Le Page                                     , "Pio Marmaï,Léa Drucker,Mélodie Richard"                                    , "3,5"              , "2,4"                   , France                        , Apollo Films                                 , 1 nomination             ,            2018, Long métrage   , Français                                                                        , 93 613 entrées
Miss Bala                                                           , https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/84/08/15/20078918.jpg         , 2 mai 2012       , en salle                          , Drame                                            , Tout public                         , "Au Mexique, pays dominé par le crime organisé et la corruption. Laura et son amie Uzu s’inscrivent à un concours de ""Miss Beauté"" à Tijuana. Le soir, Laura est témoin d’un règlement de compte violent dans une discothèque, et y échappe par miracle. Sans nouvelle d’Uzu, elle se rend le lendemain au poste de police, pour demander de l’aide. Mais elle est alors livrée directement à Nino, le chef du cartel de narcotrafiquants, responsable de la fusillade. Kidnappée, et sous la menace, Laura va être obligée de rendre quelques ""services"" dangereux pour rester en vie."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , Gerardo Naranjo                                                             , "Gerardo Naranjo,Mauricio Katz"                   , "Stephanie Sigman,Noé Hernandez,James Russo"                                , "3,5"              , "2,9"                   , Mexique                       , Ad Vitam                                     , 1 prix et 7 nominations  ,            2011, Long métrage   , Espagnol                                                                        , 40 695 entrées
Switch                                                              , https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/84/45/49/19744228.jpg         , 6 juillet 2011   , en salle                          , Thriller                                         , Tout public                         , "Juillet 2010, Montréal, Canada. Sophie Malaterre, 25 ans, illustratrice de mode, voit arriver les vacances d’été avec angoisse. Pas de projets, pas d’ami, pas de fiancé... On lui parle du site SWITCH.com qui permet d’échanger sa maison le temps d’un mois. Sophie trouve, par miracle, un duplex à Paris, avec vue sur la Tour-Eiffel. Son premier jour est idyllique. Le lendemain matin, elle est réveillée par les flics. Un corps décapité est dans la chambre d’à côté. Elle n’a plus aucun moyen de prouver qu’elle n’est pas Bénédicte Serteaux, la propriétaire des lieux. Le piège se referme sur elle... Elle n’a pas seulement changé d’appartement. Elle a changé de peau et de destin..."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , Frédéric Schoendoerffer                                                     , "Jean-Christophe Grangé,Frédéric Schoendoerffer"  , "Karine Vanasse,Karina Testa,Eric Cantona"                                  , "2,3"              , "2,9"                   , France                        , Pathé Films                                  , 2 nominations            ,            2010, Long métrage   , Français                                                                        , 274 862 entrées
Au plus près du soleil                                              , https://fr.web.img3.acsta.net/c_310_420/pictures/15/07/27/12/54/522468.jpg             , 9 septembre 2015 , en salle                          , Drame                                            , Tout public                         , "Sophie, juge d’instruction, auditionne un jour Juliette, pour des faits d’abus de faiblesse sur son amant. Elle se rend compte après enquête que la prévenue est la mère biologique de l’enfant qu’elle a adopté. Loin de se dessaisir de l’affaire, Sophie s’acharne contre cette femme. Olivier, son mari, désapprouve son attitude et entre en relation avec Juliette sans lui révéler sa véritable identité. Mais la jeune femme découvre qu’Olivier est le mari de sa juge. Elle ne comprend pas ce qu’il cherche, lui ne peut plus lui révéler la vérité..."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , Yves Angelo                                                                 , "Yves Angelo,François Dupeyron"                   , "Sylvie Testud,Grégory Gadebois,Mathilde Bisson"                            , "3,0"              , "2,4"                   , France                        , Bac Films                                    , 1 nomination             ,            2015, Long métrage   , Français                                                                        , 24 430 entrées
Ride Your Wave                                                      , https://fr.web.img2.acsta.net/c_310_420/pictures/21/04/21/11/28/0644411.jpg            , 1 septembre 2021 , en salle                          , "Animation,Fantastique,Romance"                  , Tout public                         , "Hinako, une jeune fille passionnée de surf, déménage dans une ville balnéaire. Lors d'un incendie, elle est sauvée par un pompier nommé Minato. De cet incident va naître une incroyable fusion entre deux êtres que tout oppose. Mais Minato, jeune débutant surfeur, se retrouve un jour englouti par la mer. Alors que tout le monde tente de surmonter sa peine, Hinako s'accroche à l'esprit de son ami, qui rejaillit dans sa vie sous forme d'eau... Commence alors un nouveau chapitre de leur romance."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , Masaaki Yuasa                                                               , Reiko Yoshida                                     , "Ryōta Katayose,Rina Kawaei,Honoka Matsumoto"                               , "3,7"              , "3,5"                   , Japon                         , Alba Films                                   , 1 nomination             ,            2019, Long métrage   , Japonais                                                                        , 11 355 entrées
Adoration                                                           , https://fr.web.img2.acsta.net/c_310_420/pictures/19/11/20/12/50/3375176.jpg            , 22 janvier 2020  , en salle                          , "Drame,Thriller"                                 , Tout public                         , "Paul, un jeune garçon solitaire, rencontre Gloria, la nouvelle patiente de la clinique psychiatrique où travaille sa mère. Tombé amoureux fou de cette adolescente trouble et solaire, Paul va s’enfuir avec elle, loin du monde des adultes..."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , Fabrice Du Welz                                                             , "Fabrice Du Welz,Vincent Tavier"                  , "Thomas Gioria,Fantine Harduin,Benoît Poelvoorde"                           , "3,2"              , "2,7"                   , "Belgique,France"             , The Jokers Films                             , Aucun                    ,            2019, Long métrage   , "Néerlandais, Français"                                                         , 6 985 entrées
Holmes & Watson                                                     , https://fr.web.img6.acsta.net/c_310_420/pictures/18/10/01/17/49/4006109.jpg            , 10 mars 2019     , en VOD                            , "Aventure,Comédie,Policier"                      , Tout public                         , Une adaptation humoristique de l'oeuvre de Sir Arthur Conan Doyle.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , Etan Cohen                                                                  , Etan Cohen                                        , "Will Ferrell,John C. Reilly,Ralph Fiennes"                                 , "1,6"              , --                      , U.S.A.                        , 4 prix et 2 nominations                      , Aucun                    ,            2018, Long métrage   , -                                                                               , -
45 ans                                                              , https://fr.web.img5.acsta.net/c_310_420/pictures/15/12/23/15/27/290335.jpg             , 27 janvier 2016  , en salle                          , Drame                                            , Tout public                         , "Kate et Geoff Mercer sont sur le point d’organiser une grande fête pour leur 45e anniversaire de mariage. Pendant ces préparatifs, Geoff reçoit une nouvelle : le corps de Katya, son premier grand amour, disparu 50 ans auparavant dans les glaces des Alpes, vient d’être retrouvé. Cette nouvelle va alors bouleverser le couple et modifier doucement le regard que Kate porte sur son mari…"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , Andrew Haigh                                                                , Andrew Haigh                                      , "Charlotte Rampling,Tom Courtenay,Geraldine James"                          , "3,9"              , "3,4"                   , Grande-Bretagne               , Ad Vitam                                     , 4 prix et 5 nominations  ,            2015, Long métrage   , Anglais                                                                         , 219 967 entrées
Prêt à tout                                                         , https://fr.web.img2.acsta.net/c_310_420/pictures/210/181/21018129_20130708112533735.jpg, 22 janvier 2014  , en salle                          , Comédie                                          , Tout public                         , "À 30 ans, Max a fait fortune sur internet avec ses deux potes et profite de la vie au soleil. Mais il se lasse de cette existence et ne cesse de penser à son amour de fac, Alice, une fille pétillante, engagée, pleine d’idéaux... qui ne s’est jamais intéressée à lui. Pour se rapprocher d’Alice, Max rachète l’usine en faillite dans laquelle elle travaille. Et sans jamais dévoiler sa fortune ni son nouveau statut de patron, il se fait passer pour un simple ouvrier. Prêt à tout, il dépense sans compter pour faire le bonheur d'Alice, de son fils Valentin et de tous les ouvriers de l’usine ; Il abandonne sa vie de millionnaire pour travailler à la chaîne et ne cesse de mentir par peur de décevoir."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , Nicolas Cuche                                                               , Laurent Turner                                    , "Max Boublil,Aïssa Maïga,Patrick Timsit"                                    , "2,2"              , "2,5"                   , France                        , StudioCanal                                  , 1 nomination             ,            2012, Long métrage   , Français                                                                        , 421 002 entrées
